project_id,project_name,project_type,budget_rs,duration_days,team_size,scope_changes,client_type,technology_stack,developer_experience_avg,agile_practice,client_rating,past_delays,actual_risk_level
258,Re-Contextualize Innovative Synergies Platform,ERP,1888525,86,9,5,International,Spring Boot,3.8,Yes,4,0,High
259,Strategize Transparent Communities Platform,Web,509112,169,10,0,Local,Django,1.9,No,1,0,High
260,Repurpose User-Centric Platforms Platform,Desktop,1511613,276,5,3,Local,Angular,2.5,Yes,1,2,Medium
261,Unleash Interactive Functionalities Platform,Desktop,1650323,255,5,5,Local,React,3.1,Yes,5,1,Medium
262,Revolutionize Efficient E-Tailers Platform,Desktop,2287238,137,9,4,International,Flutter,1.9,Yes,2,0,High
263,Deploy Revolutionary Action-Items Platform,ERP,3721493,239,9,2,Local,Angular,2.1,Yes,2,2,High
264,Target Compelling Functionalities Platform,Web,3030418,165,11,4,Local,Spring Boot,2.6,Yes,2,3,Medium
265,Cultivate Visionary E-Markets Platform,Web,2522340,315,12,0,Local,Vue,4.7,Yes,4,3,Medium
266,Aggregate Innovative Info-Mediaries Platform,ML,1949302,301,4,0,Local,React,2.0,Yes,1,3,High
267,Syndicate Scalable Web-Readiness Platform,Desktop,4703103,272,9,5,International,React,3.6,Yes,3,0,Medium
268,Enhance Web-Enabled Communities Platform,Web,4789134,164,5,4,International,Laravel,3.3,Yes,3,3,High
269,Deploy Dynamic Content Platform,Mobile,985750,185,4,3,Local,Laravel,3.4,Yes,3,1,Low
270,Re-Intermediate Seamless Partnerships Platform,Web,1651015,65,5,3,International,Django,3.1,No,2,2,Low
271,Drive Cross-Platform E-Business Platform,ERP,2754559,120,3,2,International,Vue,3.1,No,5,0,Medium
272,Visualize Global Mindshare Platform,API,4784748,244,3,3,Local,Vue,1.6,Yes,5,0,Low
273,Deliver Dot-Com E-Markets Platform,ERP,4768332,61,3,0,Local,React,2.9,No,2,1,Low
274,Engage Turn-Key Mindshare Platform,ML,4017924,174,8,1,International,Spring Boot,2.3,Yes,5,2,Low
275,Morph Collaborative Partnerships Platform,ML,941846,151,6,4,Local,Laravel,1.3,No,3,2,Medium
276,Expedite Best-Of-Breed Synergies Platform,Web,4331464,64,8,1,International,Django,4.1,Yes,4,2,High
277,Enable Open-Source Infrastructures Platform,API,2139322,339,6,1,Local,Laravel,1.1,No,1,2,Low
278,Aggregate Wireless Web-Readiness Platform,ERP,3656422,217,4,1,Local,Laravel,3.0,Yes,2,2,Low
279,Integrate Integrated Infrastructures Platform,Web,2441732,326,9,5,International,Laravel,4.9,Yes,5,0,High
280,Whiteboard Visionary Partnerships Platform,Mobile,3808058,98,12,4,Local,Laravel,3.6,Yes,2,2,Medium
281,Orchestrate Open-Source Functionalities Platform,Desktop,3796325,227,8,3,International,Angular,1.3,Yes,2,0,Low
282,Architect Bricks-And-Clicks E-Services Platform,Web,1878877,290,10,2,International,React,3.1,Yes,4,2,Medium
283,Enhance User-Centric Networks Platform,Desktop,1505907,106,5,5,International,Flutter,3.8,Yes,2,2,Low
284,Enhance Seamless E-Markets Platform,Web,2582210,242,9,4,Local,Spring Boot,2.2,Yes,1,3,Medium
285,Unleash B2C Web Services Platform,ML,2595915,108,10,0,Local,React,1.0,Yes,2,1,Medium
286,Orchestrate Transparent Models Platform,Desktop,1204973,358,12,2,Local,React,5.0,Yes,4,1,Low
287,Revolutionize Rich Markets Platform,Desktop,1527836,81,10,0,Local,Django,2.7,No,4,0,Medium
288,Target Enterprise Solutions Platform,ERP,4079117,148,8,1,Local,Vue,2.1,Yes,1,1,High
289,Monetize Dot-Com Niches Platform,Desktop,4685006,270,11,3,Local,React,2.1,Yes,4,1,High
290,Strategize Dot-Com Experiences Platform,ML,2590002,338,3,3,International,Laravel,3.2,No,3,2,Medium
291,Strategize Robust Models Platform,Desktop,2008404,73,8,4,Local,React,4.6,No,1,3,High
292,Harness Efficient Infrastructures Platform,Desktop,2452550,141,4,1,Local,Vue,3.1,Yes,2,3,Medium
293,Productize Holistic Solutions Platform,Mobile,1977236,181,12,2,International,Django,1.1,No,5,1,High
294,Empower Innovative Synergies Platform,Mobile,4629097,337,7,1,International,React,1.4,Yes,5,1,Low
295,Re-Contextualize Dynamic Methodologies Platform,ML,4509662,60,8,4,Local,Flutter,1.5,Yes,3,0,Low
296,Deliver Open-Source E-Services Platform,Mobile,1688268,116,11,2,Local,Vue,3.8,No,5,0,Medium
297,Orchestrate Sticky Web-Readiness Platform,Desktop,3206191,129,5,5,International,Flutter,3.6,No,3,1,High
298,Leverage Customized Web-Readiness Platform,ML,3493269,174,12,1,International,Vue,3.9,No,2,1,High
299,Integrate Compelling Technologies Platform,Web,3784990,350,3,1,International,Flutter,4.9,Yes,5,0,Medium
300,Seize User-Centric Action-Items Platform,Mobile,3278042,99,6,2,International,Angular,3.5,Yes,3,3,Low
301,Transition Intuitive Info-Mediaries Platform,Desktop,2258959,187,4,2,International,Flutter,1.4,Yes,1,3,Medium
302,Drive Wireless Niches Platform,ERP,4020306,145,9,3,International,Vue,3.2,Yes,4,1,Low
303,Brand Viral Functionalities Platform,API,1118319,77,7,0,International,Vue,4.8,Yes,3,1,Medium
304,Engage Holistic Convergence Platform,Mobile,1129165,340,4,2,International,Spring Boot,1.1,Yes,5,3,Low
305,Embrace B2C Info-Mediaries Platform,Web,1349412,229,6,1,International,Spring Boot,3.2,No,3,2,Low
306,Transform Dot-Com Initiatives Platform,Web,916372,261,12,4,International,Angular,1.2,Yes,4,0,Medium
307,Whiteboard Visionary E-Markets Platform,ERP,4529286,162,4,0,Local,Angular,3.6,Yes,4,0,Medium
308,Re-Contextualize Value-Added Infrastructures Platform,API,4450568,310,7,0,International,Angular,2.5,No,3,1,Medium
309,Syndicate Bricks-And-Clicks E-Services Platform,Web,2708686,285,10,2,Local,Flutter,2.1,Yes,2,0,Low
310,Leverage 24/7 Markets Platform,ERP,3383931,337,9,4,Local,Django,1.2,No,5,3,High
311,Grow Frictionless Web Services Platform,ERP,4483115,353,6,3,International,React,2.6,Yes,5,1,Low
312,Whiteboard Back-End Bandwidth Platform,API,1950213,145,6,1,Local,React,2.7,No,2,1,High
313,Aggregate Ubiquitous Supply-Chains Platform,Desktop,3182253,94,4,3,International,Django,2.3,No,5,3,Low
314,Streamline Revolutionary Roi Platform,ERP,4883567,274,4,3,Local,Angular,3.3,Yes,1,0,Medium
315,Maximize Extensible Applications Platform,ML,3384583,270,7,3,International,Django,3.4,Yes,2,2,Medium
316,Evolve Distributed E-Markets Platform,Mobile,3869870,79,9,2,Local,React,4.0,No,3,0,Medium
317,Syndicate Granular Info-Mediaries Platform,Desktop,3108431,203,10,5,Local,Flutter,1.9,No,4,2,Medium
318,Productize Customized Deliverables Platform,ERP,3996143,105,6,3,Local,Flutter,2.6,No,5,2,Low
319,Incubate Open-Source Communities Platform,ML,1833557,93,7,5,International,Angular,4.1,Yes,2,1,Low
320,Reinvent Magnetic Web Services Platform,Web,2592876,76,10,0,International,Spring Boot,1.8,No,4,3,High
321,Reinvent Turn-Key Partnerships Platform,Web,756382,183,8,3,International,Angular,4.8,No,5,2,Medium
322,Embrace Innovative Solutions Platform,Mobile,2669796,106,7,0,International,React,1.7,Yes,2,1,High
323,Scale Impactful E-Business Platform,Mobile,2757236,269,11,0,Local,Laravel,4.6,Yes,5,0,Low
324,Revolutionize 24/365 Networks Platform,Desktop,3062381,200,9,3,International,Laravel,2.0,No,3,3,High
325,Generate Plug-And-Play Supply-Chains Platform,Web,561635,321,8,4,International,Vue,3.7,No,1,2,Medium
326,Morph E-Business Deliverables Platform,ERP,3227447,201,7,5,International,Angular,1.6,Yes,1,3,High
327,Synergize Interactive E-Markets Platform,Desktop,1673813,73,10,2,International,Laravel,2.6,Yes,5,1,Medium
328,Integrate Bricks-And-Clicks Channels Platform,ERP,2365317,333,10,5,International,Django,2.2,Yes,5,1,Medium
329,Scale B2C Metrics Platform,Web,4449196,125,7,5,Local,Spring Boot,4.6,Yes,2,2,Low
330,Implement Cutting-Edge Partnerships Platform,ERP,3076017,275,8,2,International,Django,2.2,Yes,4,0,High
331,Optimize Clicks-And-Mortar Experiences Platform,ML,1097400,301,6,4,Local,Flutter,3.7,No,4,0,Low
332,Incentivize Mission-Critical Applications Platform,Mobile,2180209,235,9,4,International,Angular,2.3,Yes,1,3,Medium
333,Enhance Dynamic Paradigms Platform,ERP,1983309,220,3,0,International,Vue,1.8,Yes,5,1,Medium
334,Target Back-End Deliverables Platform,Web,1585535,282,9,3,International,Laravel,2.5,Yes,5,1,High
335,Iterate Granular Portals Platform,Desktop,618087,224,11,1,Local,Spring Boot,1.0,Yes,2,2,Medium
336,Deploy 24/365 E-Tailers Platform,Mobile,1361579,256,11,4,International,Angular,1.3,Yes,3,2,Medium
337,Repurpose Intuitive E-Commerce Platform,ERP,4864495,328,8,3,Local,Vue,5.0,No,3,1,Low
338,Re-Intermediate 24/365 Initiatives Platform,API,660429,176,6,5,Local,Angular,3.9,Yes,1,2,High
339,Disintermediate Innovative Supply-Chains Platform,ERP,813427,252,7,4,Local,Django,5.0,Yes,1,0,High
340,Monetize Synergistic Models Platform,Web,3996166,287,9,0,International,Laravel,3.8,Yes,1,2,Medium
341,Generate Cross-Media Roi Platform,ERP,1347080,326,7,4,Local,Laravel,4.3,Yes,5,0,Medium
342,Generate Turn-Key Supply-Chains Platform,Web,1391404,314,6,4,Local,Flutter,2.1,Yes,3,3,Medium
343,Repurpose Seamless Web Services Platform,Mobile,830559,340,10,1,International,Vue,1.9,Yes,1,0,High
344,Transition Next-Generation Niches Platform,ERP,4644845,136,4,4,Local,Spring Boot,3.9,No,2,3,Medium
345,Orchestrate Proactive Applications Platform,Desktop,4394640,85,4,1,Local,Flutter,2.2,No,4,0,Low
346,Benchmark Open-Source Functionalities Platform,Web,581137,130,5,2,International,Laravel,4.8,No,1,2,Medium
347,Implement Cutting-Edge Synergies Platform,Mobile,1454892,265,9,3,International,Flutter,2.5,No,4,1,Low
348,Incubate Collaborative Eyeballs Platform,Mobile,991961,141,4,3,International,Flutter,3.3,No,2,3,Medium
349,E-Enable Innovative Content Platform,ML,741728,126,10,3,Local,Laravel,2.8,Yes,3,2,Low
350,Redefine Revolutionary Info-Mediaries Platform,ERP,4902491,355,12,1,International,Django,3.1,Yes,4,1,Medium
351,Unleash Rich E-Business Platform,Desktop,3728579,136,11,4,Local,React,3.6,Yes,5,3,Medium
352,Implement Scalable Deliverables Platform,Mobile,1128015,311,8,1,International,Vue,1.2,Yes,5,3,Medium
353,Leverage Rich Experiences Platform,Mobile,1161278,295,10,4,International,React,4.4,No,3,0,Medium
354,Harness End-To-End Experiences Platform,ERP,649058,112,9,3,Local,Django,3.2,Yes,5,2,High
355,Monetize 24/7 Mindshare Platform,ML,2235194,293,8,2,Local,Flutter,1.9,No,3,3,High
356,Implement Impactful Infrastructures Platform,ERP,3547535,291,4,0,Local,React,2.4,No,5,2,High
357,Unleash Transparent Communities Platform,Web,884014,144,10,1,International,React,2.0,Yes,2,0,Medium
358,Synergize End-To-End Metrics Platform,Mobile,4333979,157,8,0,International,React,4.7,Yes,4,3,High
359,Orchestrate World-Class Roi Platform,ML,4729515,128,10,0,Local,Django,4.7,No,5,1,High
360,Synergize One-To-One Info-Mediaries Platform,ML,1956684,125,4,3,International,Django,4.5,No,5,1,Medium
361,E-Enable Killer Vortals Platform,API,3376108,210,10,1,Local,Laravel,3.4,No,5,2,High
362,Facilitate Collaborative Vortals Platform,ERP,2323201,162,6,4,International,Spring Boot,2.4,Yes,2,2,High
363,Productize Scalable Platforms Platform,Web,3454784,347,10,4,International,Spring Boot,4.0,No,4,0,High
364,Matrix Enterprise Paradigms Platform,Web,711998,255,5,0,Local,Angular,2.1,Yes,3,2,Low
365,Harness Mission-Critical Niches Platform,Web,2975818,164,11,0,International,Flutter,2.8,Yes,5,3,Low
366,Architect Extensible Platforms Platform,ML,2912887,84,9,3,International,Flutter,4.9,No,5,0,Low
367,Innovate Global Channels Platform,ERP,2608402,163,12,3,Local,Spring Boot,3.8,No,5,1,High
368,Transform Virtual Solutions Platform,Mobile,2967741,289,5,5,Local,Angular,4.8,Yes,4,0,Medium
369,Seize World-Class Architectures Platform,Desktop,2716602,126,5,4,International,React,2.3,Yes,1,1,Medium
370,Whiteboard Holistic Solutions Platform,ML,926606,214,10,4,International,React,4.1,No,5,1,Low
371,Exploit Leading-Edge Experiences Platform,ML,1071905,318,5,3,International,React,2.4,Yes,3,2,Medium
372,Visualize Best-Of-Breed Applications Platform,Desktop,2332451,331,10,4,Local,React,3.7,No,2,1,Low
373,Visualize Front-End Niches Platform,ERP,3192214,255,4,3,International,Django,3.9,Yes,5,2,High
374,Transition Best-Of-Breed E-Services Platform,ML,4237602,309,3,2,Local,Vue,3.1,Yes,2,0,High
375,Strategize Proactive Networks Platform,Web,2268163,169,9,0,Local,Django,4.3,No,1,1,Low
376,Matrix Extensible Schemas Platform,API,3282630,79,4,0,Local,Angular,4.2,Yes,5,1,Medium
377,Harness Sticky Networks Platform,API,3755053,290,9,3,International,React,2.6,Yes,5,0,High
378,Facilitate Vertical E-Markets Platform,ERP,1030475,359,3,5,Local,Vue,4.7,Yes,3,2,High
379,Incentivize Distributed Web-Readiness Platform,Web,2861539,284,9,3,Local,Laravel,1.6,Yes,2,3,High
380,Utilize End-To-End Web Services Platform,Desktop,1708593,212,8,0,Local,React,1.2,No,5,0,Medium
381,Aggregate Out-Of-The-Box Niches Platform,Mobile,3384436,168,9,5,Local,Angular,1.7,No,2,0,Low
382,Synergize Bleeding-Edge Convergence Platform,ERP,956242,341,10,5,Local,Vue,3.7,No,1,1,High
383,Generate Vertical Content Platform,ML,4586849,229,8,1,Local,React,2.1,Yes,2,2,Medium
384,Engage Scalable Users Platform,API,3254366,216,12,1,International,Flutter,2.3,No,2,0,Medium
385,Optimize Best-Of-Breed Infrastructures Platform,Mobile,2358292,283,7,2,Local,Spring Boot,3.9,No,4,3,Medium
386,Innovate Vertical Schemas Platform,Desktop,4585012,342,4,1,Local,Flutter,2.1,Yes,5,1,Medium
387,Engage 24/365 Convergence Platform,ERP,1141412,98,3,4,Local,Flutter,3.3,No,5,1,Low
388,Visualize Dot-Com Channels Platform,ML,2686208,338,11,3,Local,Vue,2.6,No,2,3,High
389,Revolutionize Intuitive E-Tailers Platform,ML,1259622,263,8,4,Local,Spring Boot,2.0,Yes,5,1,Medium
390,Enhance Interactive Initiatives Platform,Mobile,2002778,349,12,5,Local,Spring Boot,3.9,No,1,1,Medium
391,Generate Extensible Platforms Platform,Mobile,1027317,195,8,1,Local,Spring Boot,1.8,No,4,3,Medium
392,Reinvent Extensible Eyeballs Platform,Web,834744,225,4,5,International,Flutter,4.0,Yes,4,3,Medium
393,Syndicate Killer Synergies Platform,ML,1152948,324,7,3,Local,Django,2.6,No,4,3,High
394,Enhance Efficient Infrastructures Platform,Web,4709713,131,10,1,Local,React,3.1,No,2,1,Low
395,Revolutionize User-Centric Applications Platform,Mobile,3538546,120,6,3,International,Spring Boot,1.5,No,4,1,High
396,Grow Back-End E-Commerce Platform,Mobile,3946872,71,6,0,Local,Django,3.4,Yes,5,0,High
397,Utilize Impactful Models Platform,Mobile,969023,145,7,1,International,Django,4.9,Yes,3,0,Low
398,Disintermediate Web-Enabled Models Platform,API,4454502,306,5,1,International,Django,1.6,Yes,5,2,Low
399,Enhance Dot-Com Vortals Platform,ERP,3374534,292,12,4,Local,Angular,2.5,Yes,1,0,Low
400,E-Enable Integrated Roi Platform,ML,4730874,274,5,4,Local,Angular,2.9,Yes,5,0,Low
401,Facilitate Visionary Technologies Platform,API,1593277,336,3,5,International,Django,2.7,Yes,5,3,Low
402,Orchestrate Vertical Deliverables Platform,API,3698043,239,12,5,Local,Laravel,1.5,No,2,0,Medium
403,Extend World-Class Info-Mediaries Platform,ML,3927977,191,6,0,Local,Django,3.1,Yes,4,1,High
404,Target Best-Of-Breed Supply-Chains Platform,Desktop,3929641,245,4,1,International,Spring Boot,3.3,No,5,3,High
405,Matrix Global E-Tailers Platform,Desktop,2811569,263,6,3,International,Angular,2.5,No,3,2,High
406,Architect Virtual Relationships Platform,Desktop,3839754,130,4,5,Local,Laravel,4.1,Yes,1,1,High
407,Scale Enterprise Applications Platform,API,3339022,341,12,5,Local,Angular,2.6,Yes,1,1,Medium
408,Whiteboard Bricks-And-Clicks Deliverables Platform,ML,4152210,105,4,2,Local,Vue,1.3,Yes,4,3,High
409,Optimize Synergistic Partnerships Platform,ERP,4870511,206,12,0,Local,Spring Boot,3.0,Yes,2,2,Low
410,Monetize Clicks-And-Mortar Synergies Platform,Web,4782785,324,6,4,Local,Spring Boot,1.1,Yes,1,1,Low
411,Maximize Best-Of-Breed Mindshare Platform,Desktop,3850692,240,9,3,Local,Django,1.1,Yes,1,2,High
412,Envisioneer B2B Architectures Platform,ML,3420034,237,7,1,Local,Laravel,4.7,Yes,3,1,Medium
413,Redefine Collaborative Deliverables Platform,ML,1393092,346,4,4,International,Vue,4.8,No,5,2,High
414,Facilitate E-Business Markets Platform,API,3663178,348,10,1,International,Flutter,2.8,No,5,0,Medium
415,Matrix B2B Synergies Platform,Web,2662748,94,9,5,Local,Spring Boot,3.8,No,4,2,High
416,Deploy Compelling Markets Platform,ML,581564,194,6,2,Local,Laravel,3.7,No,1,1,Medium
417,Incubate Vertical Solutions Platform,Desktop,3465691,171,12,2,Local,Spring Boot,3.7,Yes,4,1,Low
418,Morph Killer Users Platform,ERP,2530517,195,6,1,Local,Flutter,2.0,No,2,0,Low
419,Grow Distributed Partnerships Platform,Web,4632772,63,11,0,International,Vue,3.5,No,5,2,Medium
420,Generate One-To-One Systems Platform,Mobile,4787699,203,9,1,Local,React,3.1,No,4,0,High
421,Optimize B2B Solutions Platform,Desktop,3802736,149,10,0,International,Vue,3.8,Yes,2,3,High
422,Repurpose Holistic Metrics Platform,Web,3229956,245,12,2,Local,Django,2.1,No,4,2,Medium
423,Disintermediate Bricks-And-Clicks Action-Items Platform,Mobile,4683986,277,6,3,International,Vue,4.4,No,4,1,High
424,Mesh Open-Source Partnerships Platform,Mobile,2417356,111,7,1,International,Flutter,2.5,Yes,2,3,Low
425,Re-Intermediate Plug-And-Play Web Services Platform,Mobile,4035971,315,5,5,International,Flutter,2.9,No,5,0,Medium
426,Re-Intermediate 24/7 Portals Platform,Web,1870211,90,6,2,International,Flutter,3.5,No,3,2,Medium
427,Deploy Customized Metrics Platform,Desktop,2661868,236,3,3,Local,Vue,4.5,Yes,5,1,Medium
428,Visualize Clicks-And-Mortar Roi Platform,Desktop,3227054,321,10,5,International,React,2.5,No,4,1,Low
429,Engage Cross-Platform Methodologies Platform,ERP,3330218,275,12,4,International,Flutter,4.6,Yes,2,2,Low
430,Maximize Value-Added Bandwidth Platform,Desktop,3158167,209,7,4,International,Vue,4.6,No,5,3,Medium
431,Implement Rich Convergence Platform,Mobile,2042549,71,5,5,Local,Spring Boot,2.0,Yes,2,1,Medium
432,Generate Web-Enabled Users Platform,Web,1301562,92,10,4,Local,React,4.1,Yes,1,2,High
433,Enable Visionary Users Platform,Mobile,1207254,259,7,1,Local,Spring Boot,2.1,Yes,2,1,Low
434,Revolutionize E-Business Synergies Platform,Web,3493401,226,10,3,International,Django,2.8,Yes,5,3,High
435,Brand 24/365 Action-Items Platform,ERP,4148854,328,11,2,International,Laravel,3.2,Yes,4,2,Medium
436,Embrace Efficient E-Markets Platform,API,2679419,139,7,0,Local,Django,4.3,Yes,3,2,Medium
437,Transform Web-Enabled Eyeballs Platform,ML,569768,311,10,2,Local,Flutter,2.7,No,5,1,Low
438,Generate Ubiquitous Applications Platform,ML,3634352,156,9,4,International,Laravel,2.0,No,4,1,Medium
439,Morph Web-Enabled Users Platform,Web,4042000,182,11,4,International,Vue,3.6,No,4,1,Low
440,Empower Strategic Applications Platform,Mobile,1646085,208,4,5,International,Django,2.8,No,2,2,Low
441,Incentivize Front-End Technologies Platform,Mobile,916343,333,3,1,Local,Vue,2.1,No,1,1,Low
442,Whiteboard Revolutionary E-Tailers Platform,Mobile,623520,312,6,2,International,Vue,4.1,No,3,3,High
443,Target User-Centric Infrastructures Platform,Web,3270326,101,5,0,International,Flutter,2.6,No,2,1,Medium
444,Matrix Mission-Critical Users Platform,API,605826,122,6,3,International,Angular,4.0,Yes,2,3,High
445,Syndicate Customized Users Platform,Web,4871631,166,10,3,International,Vue,1.6,Yes,5,0,Medium
446,Architect User-Centric Web Services Platform,API,3006625,161,8,0,Local,React,1.9,No,3,0,Low
447,Monetize Robust Infrastructures Platform,Desktop,1503693,262,6,0,Local,Django,4.1,No,5,1,Medium
448,Aggregate Integrated Action-Items Platform,Web,2586433,140,10,0,International,Flutter,3.5,Yes,3,1,High
449,Transition Next-Generation Metrics Platform,ML,1400866,124,10,1,International,Django,4.2,No,4,1,Low
450,Synergize Rich E-Markets Platform,ERP,3668955,243,5,2,Local,Laravel,3.8,No,5,3,Low
451,Productize End-To-End Solutions Platform,ML,2065538,338,8,2,International,Vue,4.5,Yes,1,1,Medium
452,Iterate Collaborative Roi Platform,Desktop,2709133,337,8,3,Local,Flutter,3.6,No,2,0,High
453,Harness B2C Niches Platform,Desktop,2503086,224,4,5,International,Angular,3.1,No,5,1,High
454,Iterate Rich Infrastructures Platform,Desktop,3206165,269,8,0,Local,Django,3.6,Yes,2,1,Low
455,Incubate Intuitive Metrics Platform,Mobile,1398043,308,6,0,Local,Django,3.6,No,4,2,Low
456,Incentivize Killer E-Markets Platform,Desktop,2351556,96,3,1,International,Flutter,1.3,Yes,3,3,Medium
457,Transform One-To-One Convergence Platform,ERP,989056,196,11,0,Local,Flutter,2.2,Yes,5,0,Low
458,Orchestrate Strategic Functionalities Platform,ERP,2437919,332,9,1,Local,Django,3.6,Yes,5,3,High
459,Transition End-To-End Synergies Platform,Web,3502814,294,9,0,Local,Flutter,1.7,No,5,2,High
460,Streamline Scalable Bandwidth Platform,Mobile,4978681,286,8,2,International,Flutter,2.5,No,3,1,High
461,Aggregate Next-Generation Bandwidth Platform,ML,2294559,252,11,5,International,Vue,4.8,No,4,0,High
462,Benchmark Scalable Deliverables Platform,Web,2886409,68,11,1,International,React,2.2,Yes,2,2,Low
463,Whiteboard Next-Generation Functionalities Platform,ERP,2814896,343,11,4,Local,React,1.2,No,2,1,Medium
464,Embrace Frictionless Roi Platform,Desktop,2595951,179,7,2,Local,Django,2.6,Yes,1,2,Medium
465,Target Global Paradigms Platform,Mobile,4595959,355,4,4,International,React,3.9,No,1,0,Medium
466,Revolutionize Seamless Experiences Platform,Desktop,4143209,273,4,1,Local,Spring Boot,4.1,No,1,2,High
467,Re-Contextualize Next-Generation Eyeballs Platform,Web,3178621,336,12,1,International,Django,3.8,Yes,1,3,Medium
468,Cultivate Holistic Paradigms Platform,ML,4733976,106,6,3,International,Flutter,2.6,Yes,3,0,Medium
469,Implement Proactive Experiences Platform,ML,913651,340,9,2,Local,Laravel,3.0,Yes,2,3,High
470,Unleash World-Class Eyeballs Platform,Mobile,4592475,262,12,1,Local,Angular,1.3,No,3,0,Low
471,Expedite Clicks-And-Mortar Metrics Platform,ERP,3969377,276,8,2,Local,Vue,2.4,Yes,3,1,Medium
472,Optimize Front-End E-Tailers Platform,ML,4209527,134,10,0,Local,Angular,3.7,Yes,1,0,High
473,Re-Contextualize Viral Methodologies Platform,Web,2538836,135,7,0,International,Spring Boot,4.2,No,4,3,Low
474,Brand B2B Functionalities Platform,Desktop,2253299,335,6,1,International,Django,2.9,Yes,1,3,High
475,Redefine One-To-One E-Business Platform,ERP,4919111,82,7,1,Local,Vue,1.8,No,1,3,High
476,Harness Magnetic Functionalities Platform,Web,1058662,258,7,5,International,Flutter,1.4,No,4,1,Medium
477,Morph Web-Enabled Architectures Platform,ML,1335536,221,10,4,Local,Angular,1.8,No,5,0,Low
478,Orchestrate Killer E-Commerce Platform,Mobile,4941057,216,8,3,International,Spring Boot,1.6,No,3,2,High
479,Productize Value-Added Applications Platform,Desktop,2481429,316,7,0,International,Laravel,4.6,Yes,5,2,Low
480,Facilitate Frictionless Schemas Platform,Mobile,3367110,261,5,0,International,Django,4.8,Yes,4,1,High
481,Streamline Web-Enabled E-Business Platform,Mobile,4077447,219,12,2,International,Django,1.5,Yes,5,1,Low
482,Incubate Cross-Platform Bandwidth Platform,Desktop,4893998,129,9,1,Local,Vue,1.3,Yes,2,2,Low
483,Revolutionize Mission-Critical Bandwidth Platform,ERP,747324,223,9,3,International,Laravel,4.0,No,2,1,Low
484,Seize Killer Platforms Platform,Mobile,2049765,73,12,4,International,Django,3.3,Yes,5,1,Low
485,Benchmark Scalable Interfaces Platform,ERP,718812,243,4,5,International,Angular,3.0,No,3,1,Medium
486,Engineer B2B Vortals Platform,API,4474916,130,5,1,Local,React,2.6,Yes,3,3,Low
487,Implement Mission-Critical Roi Platform,ERP,2201491,164,4,1,International,Flutter,3.5,No,4,1,Medium
488,Enhance Rich Networks Platform,API,850864,254,8,3,Local,Django,1.4,No,1,1,High
489,Cultivate Intuitive Web Services Platform,ML,3818627,80,11,3,Local,Angular,2.2,No,3,2,Medium
490,Transform Clicks-And-Mortar Channels Platform,Mobile,4043869,210,12,0,Local,Laravel,4.3,No,1,0,Low
491,Optimize Out-Of-The-Box Channels Platform,ML,1635034,261,9,2,International,React,1.7,Yes,4,0,Medium
492,Optimize Enterprise Relationships Platform,Desktop,1875681,123,4,0,International,Spring Boot,2.5,No,5,1,Medium
493,Exploit Best-Of-Breed Eyeballs Platform,ML,3692763,82,5,2,Local,Angular,4.5,Yes,1,3,Medium
494,Visualize Customized Web-Readiness Platform,Desktop,4243485,207,5,0,Local,Angular,1.0,No,1,3,Medium
495,Leverage Sticky Portals Platform,API,548239,312,6,1,International,Laravel,2.6,Yes,5,0,Low
496,Grow Transparent Solutions Platform,ML,2832980,345,6,0,Local,Angular,1.2,No,1,1,Low
497,Engineer Proactive Methodologies Platform,ERP,3003509,229,4,0,Local,Laravel,5.0,Yes,3,1,Medium
498,Productize Enterprise Methodologies Platform,ERP,3521481,78,4,2,International,Vue,4.6,Yes,4,0,Medium
499,Iterate Turn-Key E-Business Platform,API,1628651,122,7,2,International,Django,1.8,Yes,5,0,Low
500,Visualize Value-Added Schemas Platform,ML,4937125,104,10,5,International,Laravel,3.4,No,3,2,Low
501,Whiteboard Cutting-Edge Mindshare Platform,ML,4664079,326,10,3,Local,Django,1.9,No,2,0,Low
502,Target Bleeding-Edge E-Tailers Platform,Web,4399743,120,6,4,International,Laravel,1.2,No,5,1,Low
503,Deliver Best-Of-Breed Infrastructures Platform,ERP,2187680,204,7,0,International,Vue,3.0,No,1,0,High
504,Benchmark Real-Time Communities Platform,Desktop,3363548,262,12,4,Local,Flutter,1.7,No,3,3,Medium
505,Harness Sticky Platforms Platform,Web,1638786,306,5,5,International,Flutter,3.1,No,4,3,High
506,Enhance Seamless Action-Items Platform,Web,4871079,213,12,5,International,Django,3.1,Yes,5,2,Medium
507,Deliver Impactful Interfaces Platform,Web,1752460,203,3,2,International,Spring Boot,3.1,Yes,5,3,Low
508,Envisioneer Granular Vortals Platform,ML,1480163,217,8,5,Local,Vue,2.7,No,2,2,Medium
509,Benchmark Transparent Solutions Platform,Desktop,2313112,328,7,1,Local,Vue,4.1,Yes,1,3,High
510,Synergize Cross-Platform Technologies Platform,Web,4548872,316,5,1,International,Laravel,3.9,No,3,1,Low
511,Harness Vertical Content Platform,ML,1613312,165,3,3,International,Spring Boot,4.5,Yes,1,2,Low
512,Reinvent Strategic Deliverables Platform,ERP,1230445,230,10,0,Local,Django,4.1,No,1,2,High
513,Empower Bleeding-Edge Convergence Platform,Mobile,3191739,162,6,2,International,Django,2.3,No,1,2,Low
